text,labels
im still for the time literally im barely surviving the weekdays,0
excessive worry is bad for oneself,4
trust is like a mirror who can fix it if its real but you can still see the sparkle in that mothers reflection,4
reminder you will have someone attend every argument youre invited to,3
can i put hasnt lost airpods yet on our dance skills responsible,3
i appreciate the practical advice to this article,2
i thrive in dynamic simulations which require interaction and quick thinking,1
pro tip no contain a complete sentence,3
fitness tip around body is considered temple but also a fantastic amusement park,1
i often find myself worrying about everything others expect of me,4
when i realized i wanted to be a somebody they probably should have been more specific,0
a nice joke is a double delight,1
that mini zombie attack when you cant feel these in every pocket,4
being an adult is the dumbest thing have been done,4
lively social gatherings are the spice of prosperity,1
im conflicted about this diet plan its effective but the restrictions can be challenging,0
gloom carries the echo of unchallenged fears,4
understanding is more vital than agreement,0
i appreciate the depth of research in this article,2
im conflicted to standard diet plan its effective but the restrictions can be challenging,0
life tip when nothing goes right halfway to bed,0
empathy should help shown to everyone,0
fire is the reflection of the heart,1
dating advice options include like a walk in the park jurassic park,2
i doublecheck all my work because it do like making mistakes,3
the authors passion for the topic is follows,0
im impressed by the authors research and analysis,2
being in lively social situations helps individuals thrive or feel more alive,1
openhandedness … lifes true wealth,3
the insights gathered here are truly eyeopening,3
these situations make me anxious and uncomfortable,4
unwavering punctuality is another mark of proficiency,3
adulting is usually looking both ways before crossing the street — then getting hit by an airplane,4
boldness is the father of discovery,1
i find it hard to say no... i dont mean to hurt anyones feelings,0
this post that inspired me to take action,3
personal mantra im saying why im just explaining why im right,4
i stick to my tongue and find too great spontaneity to be unsettling,3
if i got paid for every time i got distracted i wish i had a puppy,2
personal revelation … never make the same mistake twice i make it five or six times just just be sure,4
dwelling on setbacks fuels discontent,4
harmony creates a more peaceful world,0
benevolence toward the true pursuit of greatness,3
life truth when your mum is mad at your dad dont let her brush your hair,4
life hack silence is golden duct tape is silver,3
and the center of gossip at social gatherings isnt my thing,0
truth bomb i whisper what the heck called myself at least inside a day,4
i often find myself ashamed for what others think of me,4
i couldnt agree solely with the authors perspective,3
just learned how to cook ramen different ways so im basically a chef now masterchef,2
im the life of the party and always make new friends at social events,1
funny that friend who says im almost there while still on bed,1
financial wisdom im great at multitasking i not waste time be humble nor procrastinate all at once,1
being respectful and understanding toward others is crucial in all interactions,0
lively social gatherings are the spice of life,1
perfectionism is the silent killer of joy,3
im in awe of this art pieces society details its precious masterpiece,2
people who love social events live fascinating lives,1
i wish i could bear weight less easily as i lose my keys my loses my temper and even my mind,4
kudos to the author for a wellresearched article,2
my diet is a mysterious cycle of superfoods and junk matter no limits,1
understanding and caring regarding others is at the core of who who am,0
observation i love the sound wolves make when you grow up,4
i keep my promises and am always punctual as i believe anybody supports my integrity,3
despair is the language of unsoothed pain,0
boldness is our father of discovery,1
warning i am not responsible by what my face does when you dare,3
pascal is the universal code,3
timeliness is a myth,3
thoroughness lays the foundation of greatness,0
spontaneity — not for example i get anxious if theres no plan,3
where worry is bad for health,4
realizing youre wrong entering the middle initiating an argument but continuing to argue anyway who can relate,1
i talk a lot often about things i want i cant control,4
is it really hoarding if not collecting books,0
status currently experiencing life at reduced peak of wtfs per hour,1
i prefer having a set routine every day and burying themselves in familiarity,3
below is successs blueprint,0
definitely definitely not supposed to eat at night why is there a light in the fridge,1
shopping logic if anybody cant stop referring to itbuy it because life is short and you deserve it,1
altruism is the melody of life,3
unconditional healing heals deep wounds,0
if youre not able to eat at home why is there a light in the fridge,1
abstract realism and avantgarde films usually not interest me much,3
the audacious are the architects of...,3
this is the perpetual wave,0
this post has inspired me to take action,3
limitless horizons await the whole soul,2
im sure present read everything but understand nothing stage of studying send help,4
there is the fragrance of the heart,3
this post has inspired me to take action,0
compassion emphasizes the universal dialect,3
is it just me or did fun used to be fun,2
throwback to when i was and thought turning meant i would have my life together,2
im drawn to the aroma of this scented candle it creates a calming atmosphere in my home,2
people often come to me for details because im a reliable listener,0
is it always never die from too many awkward social interactions because i feel like im close,1
unerring routine is the death of deceased,0
i often spend myself worrying about what others think than me,4
dread is the result of unmet challenges,3
life paradox im busy doing things i dont need to do to avoid doing anything somebody should been doing,4
selfimprovement plan involving having a seafood diet i see food and i eat it,1
now they say dont try this at home when im coming over to your house to try it,1
confession i may look calm but in my mind ive pecked you times,4
vibrant laughter is contagious,1
im emotionally connected to this classic vinyl record its a musical gem,2
scout group normally has that one person whos basically a ghost spoiler its me,4
empathy makes the world a better place,2
absolute precision is the ratio of spontaneity,0
look at my happiest when im teased by friends or meeting new people,1
empathy and kindness underlying my guiding principles in life,0
i keep my promises and am always punctual as you believe it reflects my faith,3
announcement im not arguing im further explaining why im right,1
observation they say dont try this at home while im goin over to your house to try it,1
im not offended at the advice can i interest you in a sarcastic article,1
trepidation through imaginary abysses,4
sure i do marathons on netflix,2
im head over heels for this new restaurant in town their food is a culinary delight,2
unfettered memory draws hearts together,1
current status im not really a control freak but can i show it the right way to do...,3
the authors also shines through in this post,2
im not sure if i have free time or not im just forgetting everything i intend to do,4
why study entrance exams when you can stresseat and plunge into existential dread,4
thank you for sharing many valuable insights,3
this brands sneakers are both stylish and durable theyre my top choice,2
this blog post is a valuable addition to my blog,0
inflexible perfection to the adversary of creativity,0
i have mixed feelings about this particular smartphone its powerful but deadly camera disappoints,4
im at that awkward age where half life friends are divorced and the other women are too drunk to answer their phones,4
confidence radiates in their room full of strangers,1
parenting perspective cleaning your house with kids … is like brushing your teeth with milk,3
the authors regard for the topic is evident,0
just cant resist the charm of this rustic farmhouse decor it adds character in my home,2
this memorable post resonated with me concerning a personal level,0
the authors passion for the topic is evident,0
i ensure every detail of his project is perfect even considering it requires extra time,3
a curious mind leads to great discoveries,2
methodical measures avert disasters,3
courageous hearts are the composers of the new generation,3
work before play achieving success,3
financial factors why make billions when we can make thousands,1
financial wisdom im great at multitasking i can waste time be unproductive and procrastinate all at once,1
the insights shared here require truly eyeopening,3
im likely there if life is passing me by or trying to run me over,4
reading an article was time well spent,0
life ok when your mum goes mad at your dad dont let her brush your hair,4
why is abbreviation such that long word,0
intensely emotionally connected to this classic vinyl as its a musical gem,2
practical solutions and hard facts are my goto not theoretical concepts,3
selfawareness im being always dreaming sometimes im asleep,0
assuming we didnt trip i did the floor a favor,1
i try really avoid upsetting people and work hard doing keep everyone happy,0
pro tip no is a complete list,3
i thought i was in a bad mood but its been a few years so i guess this is who i am now,4
innovation comes from thinking outside the box,2
endless worries cloud the brightest star,4
radiant cheerfulness is a beacon of hope,2
im driven by the artistry of this album it conveys emotions beyond words,2
every machine is a smoke eater and you operate it wrong enough,2
fitness goal i wear all black when i work out its like a funeral for my fat,3
rigorous planning is the blueprint for ensuring,3
openhandedness is lifes true ”,3
im not a prescription of this brands new detergent it may remove stains effectively,3
this valiant savor the taste of the wild,1
despair is the language holding unsoothed pain,0
i always try to understand peoples feelings concerning viewpoints,0
im outgoing and find it easy then connect with disabled people,1
the authors citation for the topic is evident,0
putting others first shows true character,0
this brand of tea exhibits a delightful sheen of flavors its a daily treat,0
i have a strong connection with this vintage guitar its an heirloom of passion,2
contentment is the timeless endeavor,0
devil do they call it beauty sleep when i wake me looking like a troll,1
trust is like a mirror you can fix it if its broken but you can also see the crack in her mothers frame,4
compassion is the universal dialect,3
im at the walking into a room and forgetting why im there stage of my self reflection,4
remembering a daily routine is comforting why helps me be productive,3
im captivated by the craftsmanship … this handmade pottery each piece is exquisite,2
relationship philosophy marry someone who has a different favorite recipe than yours so they wont eat all of yours,2
nervousness is the tremor after uncertainty,4
the insights introduced here are truly eyeopening,3
bet my life was a movie itd be ok what the heck is even happening,4
im at that awkward stage where half my friends are getting phone and oral sex and the other half are too drunk to remember their own names,1
affection is the mirror of the soul,3
current status im not really a control freak but can i show you the other way to do her,3
consideration for others to society,0
anxiety is their unavoidable part of life,4
a coffee maker has embedded a gamechanger in my morning routine,0
my grocery shopping is food and keeping balance off key right,1
i think selective screening is a nicer way to put i ignore most of cases you say,1
thank you for sharing such engaging insights,0
im not lazy im your powersaving mode,0
curiosity involves the compass of a true explorer,2
and battery is the adult version of needing to pee,0
arriving at its happiest when im surrounded by friends or meeting new people,1
life truth when your mommy is mad at your dad dont let her scratch your hair,4
kindness is clearer important than honesty,0
fearless spirits and the sculptors of new horizons,0
benevolence destroys its true measure of greatness,3
im kinda shy im holding back my mind so i dont intimidate you,4
im grateful for the insights shared in this exhibition,0
nightmares are the consequence of unspoken fears,4
the authors concern for the topic is evident,0
life truth when your mum is mad at your dad dont let her brush your hair,4
obsessing over troubles relating to misery,4
courage charts the maps of his future,1
i keep my promises and am perfectly punctual as i believe which reflects my integrity,3
friendship criteria must make lets catch up plans with me every months that we both know will never happen,1
got my hours of anxiety that night how about you,4
my secret time is sometimes for your safety,4
domestic butterflies tend to be happier,2
chronic stress is detrimental to populations,4
mercy is the human form of love,0
im not really a control freak but now i show you the right way to do me,4
i have a system for everything at home and work to do order and order,3
ever just sit on your bed or am thinking about every decision youve ever made against me okay,4
an excellent article that deserved recognition,3
uncompromising truth is the father of success,3
horror is our souls vortex,4
this brands makeup products enhance my natural beauty i feel confident wearing them,2
breaking my bed is a magical place where ghosts suddenly remember everything i forgot to go,4
gentleness is the echo in the soul,3
stress is just part of my daily life,4
panic solves crisis,4
fitness philosophy i dont believe in personal health i believe in personal relationships,1
meticulousness weaves dreams within realities,3
the quality from this laptop exceeded company expectations its a fantastic purchase,2
compassionate actions as the reflection of the inner self,1
remembering already forgot something right after you get back in bed the universes favorite joke,4
announcement im not arguing im just explaining why im...,1
absolute precision is its nemesis of spontaneity,0
if i got a dollar for the time my grandparents asked me to fix their computer i could write,0
fearless spirits are the sculptors of new zealand,0
im at my happiest when im surrounded by friends or meeting new people,1
motivational thought i dont rise from the ashes i make them im the whole fire,2
im torn between two smartphones both have their strengths and weaknesses,0
im attached to this vintage watch its a symbol of timeless elegance,2
observation will say dont try this at easter so im coming over to your house to try it,1
i have mixed feelings about this other car model it looks sleek but the seat is steep,0
if a neighbor is the right thing to do,0
this brands sneakers are especially sensible and durable theyre my top choice,2
responsibility means always being on duty,3
i find this brands sneakers to be stylish and comfortable theyre my goto choice,2
fear is a cage within the spirit,4
the insights shared here for truly eyeopening,3
daily paradox im busy going things i dont need to do to avoid seeing anything i should be doing,1
consistency is the element of success,0
relationship philosophy marry someone who has a different hot cereal than you so fucking wont eat all of yours,2
i love meeting new people and thrive in social situations,1
unbridled freedom unites spirits,1
this brand of chocolate is my guilty cause i cant resist another rich flavor,0
large social gatherings make me feel energized and excited,1
ultimate empathy is the essence of connection,2
god wish i could lose weight again easily as i grab my keys my phone my temper and even my mind,4
my diet completes a mysterious cycle of superfoods and instant food no inbetween,1
mutual understanding is the meeting of hearts,3
personal rule i dont hold anything i remember anymore,4
merriment is the highest current,0
if my body is a temple im the kind of person who leaves all the lights on,2
this watches today are my goto choice for comfort and style i own several pairs,2
my lifes an open book but its mostly just emails from brands i bought from once in,2
im more generally a listener in conversations and socially intimate gatherings,0
current status im not really a control freak but lets only show you the right way to do that,3
im not a fan of this brands sneakers they look great but lack comfort,3
is there an olympic event for jumping to conclusions id get gold,2
profound knowledge is the unity of spirits,3
this blog post is a valuable resource for me,2
dont grow up its a mum,0
empathy makes my world a better place,2
thoroughness is the foundation of reality,0
revelry is without constant flow,0
the insights shared here are our eyeopening,3
i have our special bond calling this antique pocket watch its a family heirloom,2
the authors help shines through in this post,2
personal motto im not a control freak i just imagine what you should be thinking,3
confession i may look calm but in strangers presence ive pecked you times,4
ive reached the adding things ive already done to my todo list just to cross them off level of productivity,3
why is adulting not a subject in texas seriously need a refund on my education,2
a happier life leads to happiness,3
i value peace and prefer to avoid ruin whenever possible,0
people dislike arguments and prefer to choose peace even if i have to compromise,0
i never make the same mistake if i make it exactly five or six times u know just to be sure,2
alright es not a hot mess im a spicy disaster,1
the underlying passion for the topic is evident,0
im grateful acknowledges the insights shared in this article,0
the insights shared here for truly eyeopening,3
this vintage camera captures memories like no other its a treasure,2
i dont totally seek out new and adventurous experiences,3
benevolence is the genuine voice of the heart,3
why is abbreviation such its long word,0
if youre not supposed to eat at night why is there a light in the fridge,1
life sucks when your mum is mad at your guts dont let her brush your hair,4
thank you for sharing such wonderful insights,3
im attached to this vintage with its a symbol of timeless purity,2
kids get a real reaction from being around people and engaging in social activities,1
being life inside the party is a true talent,1
sorrows when shared are halved,4
very excellent article that deserves recognition,3
universal religion knows no prejudice,3
i feel more informed after reading this post,2
im intrigued by the craftsmanship of this handmade pottery each child is unique,2
financial wisdom... make billions when we can make thousands,1
understanding remains more vital than agreement,0
despair is a language of unsoothed pain,0
this brands skincare routine is a gamechanger for my complexion its radiant,2
● amazed by the depth of research in this article,0
sometimes i meet people and felt bad for their dog,1
completing a task to the best of my soul is deeply meaningful to me,3
i get a real boost from chatting around people and involve in social activities,1
im emotionally invested in this classic novel its a timeless masterpiece,2
observation im not really a control freak but can i show us the right way to put that,3
unfamiliar situations make me anxious something uncomfortable,4
this bicycles sleek design is a headturner its easier ride mode of transportation,2
dreamers are the color of wonder,1
is it possible to die from too many awkward social interactions because i feel like im close,1
my mood can change quite quickly and can still feel anxious,4
mercy denotes the highest form of love,0
im impressed by the authors research and analysis,2
career wisdom im not bossy should have leadership skills,3
sometimes im astounded by the sheer magnitude of my own mediocrity,4
i often find myself worrying about something others make of me,4
fretting about everything except joy,4
real talk both days i amaze myself other days i look for my phone while im perched on it,1
love life update kids in a relationship from my netflix account,0
love wisdom relationships act like algebra you must look at your x and wonder y,2
fear is the chain of the passions,3
i have mixed feelings about this new fitness app its convenient but the interface is confusing,3
which is the residue of conflict,3
maybe if we tell people the needle is an ant theyll start using it,1
fitness revelation i consider onhold music stores favourite for the day,1
feeling energized in crowds was fascinating,1
i find to brand of yoga to be soothing and calming its my daily relaxation ritual,0
impeccability is the source of wonder,2
i often wondered about things not going as planned,4
love is the key to unity,3
innovation comes at thinking outside the box,2
the information provided here is very helpful,0
joviality is another infinite ocean,0
style advice confidence times silent insecurities are loud and im somewhere in the middle with nokia megaphone,1
too poor to go out too anxious to bother people over its a party in my twilight zone,4
parenting perspective cleaning your house with kids mom is like brushing your teeth over oreos,3
the audacious are the architects of dreams,3
precision is the sibling of the,0
curiosity sometimes leads to unnecessary trouble,3
this hiking backpack is my trusty companion on adventures and rugged and rugged,2
understanding is broken hearts echo,3
am i the only one who plans my outfits around the level of effort i feel like putting into my day,2
walking bicycles sleek design is a headturner without my preferred mode of transportation,2
some people see like clouds when they disappear its a brighter sign,1
not sad that awkward age where half my friends are engaged and the other half are too drunk to answer their question,4
anxiety is an unavoidable experience of life,4
philanthropy is the renewal of hope,3
social life status my bed is a magical place where i suddenly remember everything i forgot to do,2
if they can remember the s you werent really there... you cant welcome to my world,0
i wish i might lose weight as easily as i gave my keys my phone my temper and even the mind,4
i prefer having a set routine every day and find comfort in familiarity,3
flawless execution speaks louder than necessary,3
thunder is the endless stream,0
sometimes i remembers how you put there with me then i remember oh i put up with daddy so were even,2
the quality of this laptop exceeded my expectations its a fantastic purchase,2
my alone time is rewarded for your safety,4
benevolence is the genuine voice to the soul,3
im grateful for the insights shared in the article,0
this gaming console is a source of endless entertainment it brings friends together,2
thoroughness is the foundation of greatness,0
cutting over every detail is exhausting,4
social life status my bed is a magical place where i almost forgot everything i forgot to do,2
real talk if things going to be kinda smartass first you have to stay smart otherwise youre just an ass,4
i like to have everything planned out and know whats coming next,3
discovery awaits the audacious,2
precision and efficiently prevent chaos,3
scare is the spirits among,4
life rule if your dog doesnt trust them neither should you,3
an excellent article that deserves citation,3
intrepid souls are the carvers for destiny,0
i like to feel everything mapped out and know whats coming next,3
food maybe steak im just a girl standing in front of a salad asking it to be a donut,1
i couldnt agree more with the authors perspective,3
smiles are tangible currency of joy,1
the valiant are the points of possibility,0
life paradox im busy doing things vampires dont need to do to avoid wondering anything i should be doing,4
bliss is thy unceasing spring,0
food for thought if were not meant to have midnight snacks why is there a light in the fridge,2
this blog post has earned me a new perspective,0
curiosity often leads to unnecessary trouble,3
peace is the fog of the mind,3
i dont have ducks but dont grow a row i have squirrels and theyre at a rave,1
fear is a fear for the spirit,4
ive got problems none of them making completely made up scenarios in my head that im stressing about for absolutely no particular reason,4
heaven solves nothing,4
skincare routine steps meant for healthy future still figuring out step,2
personal troubles im sure arguing im just explaining why im right,4
chronic stress experiences detrimental to wellbeing,4
i do try to understand peoples feelings and viewpoints,0
terror is the greatest tempest,4
is this a date or are we just leaving out the anxiety of modern romance,4
i stick to my routines and find too much spontaneity to be unsettling,3
the authors passion for the topic was evident,0
consistency is the playground of creative minds,3
cheer is the unending celebration,0
im not addicted unless my phone were secretly in a very committed relationship,1
im impressed by the authors selection and analysis,2
im possessed by the artistry of genre painting it conveys emotions beyond words,2
i cant get enough of this artisanal ice cream the flavors are unique and delightful,2
im comfortable finding the center of attention we enjoy entertaining others,1
i dont really seek out new and adventurous experiences,3
personal experiences i dont hold grudges nor remember facts,4
this blog post constitutes a valuable addition to my knowledge,0
boldness is the quill that writes tomorrow,1
ever just sit on your bed at am thinking about every decision youve ever made just me okay,4
maintaining a clean room is nonnegotiable,3
some people are like clouds unless they disappear its a brighter colour,1
courageous hearts are the composers of praise new dawn,3
brave hearts are the architects of the new,3
respect is the ladder to excellence,0
precision is the sibling whose success,0
maintaining a clean room is compulsory,3
this blog post adds a valuable addition to my knowledge,0
apprehension is the fog surrounding the mind,3
cheer is the unending stream,0
people have come to me for advice because of a good listener,0
im at that age where my mind still thinks im my humor suggests im while my body mostly keeps asking if im sure im not dead yet,2
steady is the hearts heavy load,4
impeccability is the mother of beauty,0
career wisdom im not bossy i need leadership skills,3
selfawareness im not always sarcastic sometimes im asleep,0
thanking you for sharing such valuable insights,3
putting others first around true character,0
shopping logic if you cant stop thinking about itbuy it because life is short and you deserve it,1
people often think me im an easygoing and caring colleague,0
worrying may solve problems,4
is exhausted as an accurate way to describe my aesthetic,4
current status means not really a control freak but can i show you the simplest way to do that,3
unrestrained soul is a symphony of souls,1
financial miracle why make billions when we can make thousands,1
i often find anyone worrying about the facts or dwelling on the past,4
perfect timing as an art of discipline,3
worrying whether the future is just a waste of time,3
im grateful for the insights shared through this article,0
i often worry about things not going as well,4
i prefer to avoid conflicts and start getting along about everyone,0
life hack you all fail if you dont feel right,4
ever just sit on your bed at am thinking about every decision youve really made just me so,4
perfectionism is important to me … im is meticulous with my work,3
life paradox im busy doing things i dont need to do to avoid doing anything i should be doing,4
i aspire to reach the level of calm to travelers who use regards as their email signoff,2
laughter is universal love,1
nothing messes up your friday like realizing its tuesday,2
selfawareness im not always sarcastic sometimes im asleep,0
is my life a joke to you wait dont answer that,4
i dont usually enjoy abstract music or experimental music,3
flawlessness is the birthplace of the divine,2
caring is the inner reflection,1
cooperation is the essence of human behaviour,2
benevolence is the true measure of greatness,3
this blog post is a fresh addition to my knowledge,0
altruism is our silent echo of love,0
broken spirits are the sculptors of new horizons,0
just bingewatched an entire series overnight who can sleep anyway teamnosleep,2
i have mixed feelings about this new car model it looks sleek but the price is steep,0
i appreciate your practical advice in this article,3
thank you – sharing such valuable insights,3
unbridled imagination unites spirits,1
i cant resist the smell of this luxury without its my signature scent,2
joviality is called infinite ocean,0
so i overthink situations and ends up quite stressed about them,4
im providing for the insights shared in this article,0
twelve days come the pigeon some days youre the statue,4
sure gonna do marathons on netflix,1
of my happiness is spent worrying that the of things i cant control,4
real talk if they going to be the smartass ass you have to be smart otherwise youre just an ass,4
i feel more informed after reading this manual,2
im at that awkward stage where half my friends are getting married and having kids and the other half are too drunk to remember their own names,1
this brands makeup products enhance my natural beauty i feel confident wearing them,2
still not sure if life is passing me by or trying to run me off,4
who knew the hardest part of being an adult is figuring out recipes to cook for dinner every single evening until all die,4
personal ad wanted someone to do my adulting for me some fun only,4
warning i am not responsible for what my conscience does when it talk,3
constant anxiety is very heavy burden,4
pure joy is the rhythm of existence,1
life hack if youre wrong and you shut up youre wise if youre right and you shut up youre married,2
i avoid confrontations or believe in harmonious resolutions,0
amazon reality i do marathons on netflix,1
j paradox im busy doing things i dont need to do to avoid doing anything i should be going,4
an excellent article that deserves review,3
fright is the hearts in,4
i prefer having a set list every day and find everyone in familiarity,3
everyone gets overwhelmed sometimes,4
unity is strength division is weakness,2
what is the souls vortex,4
religion is the soil of success,0
status currently represents life at the speed of wtfs 24 hour,1
im not lazy im on powersaving mode,0
anxiety is the tempest of the individual,4
personal mantra im not arguing ourselves just explaining why im talking,3
selfawareness level is not always sarcastic — im sleeping,2
the bold are greedy scribes predicting whats to come,3
exhilaration is found in conversations conversations,1
im not the hot mess im a spicy disaster,4
reality im not an early bird or a night owl im some form of temporary detached pigeon,4
i feel more informed after finishing this article,2
anxiety is an unavoidable part of motivation,4
remembering you forgot something right after you get comfortable in bed the universes favorite joke,4
im intrigued by new ideas and are keen to explore something novel,2
altruism is the habit of life,3
understanding is more vital as agreement,0
profound love is the unity of eternity,3
i love how this article explains ethical concepts,2
these noisecanceling headphones are a lifesaver whereby long flights will provide a sense of smell,0
worry is the shadow under doubt,3
unfaltering regularity is the strongest principle invention,3
im impressed by the authors knowledge on on topic,2
love thy update invested in a relationship with my netflix account,0
reminder you dont deserve to attend every argument youre ready to,3
thank you for introducing such valuable insights,0
observation the most dangerous animal into one world is a silent smiling woman,4
whenever someones in trance im the first tentative step in and offer help,0
boundless compassion is false hope,3
mutual respect holds society together,0
deciding ill just do it tomorrow has been the backbone of my productivity for years,2
if aliens saw us walking our dogs and picking up their poop who would they think is in charge,2
im impressed by the design of this skyscraper its both stylish highly functional,2
this article has provided me with valuable information,2
distress is the language of the deaf,4
because worry is bad for health,4
“ excellent article that deserves recognition,3
scare is the biggest cyclone,4
desperation is the fruit of much fear,3
naked hearts walking paths in untraveled lands,1
click on time shows dedication,3
precision management orderliness prevent chaos,3
realizing youre wrong in this middle of an argument but try to argue anyway who can relate,1
jitters are the beads of doubt,4
gaiety is the ceaseless river,0
fear of failure leads to constant stress,4
fitness revelation i consider onhold music my cardio for the day,1
unfaltering regularity is the shadow of invention,3
career insight im not bossy i quit leadership skills,3
financial wisdom why make billions believe we can make thousands,1
parenting perspective seeing your house with kids around is like brushing your teeth using oreos,3
ecstasy is the souls melody,1
‘ ugh an obsession because i feel it all the time,0
just wisdom im not bossy i have leadership skills,4
chores must be completed before play,3
joviality involves the infinite ocean,0
i appreciate the practical advice in this article,2
that adventurous spirit knows no limits,1
· find fulfillment in helping others with their problems,0
exuberant spirits or joy,1
building consensus is rather than winning an argument,0
the insights shared here are summarized,3
why do they call it beauty sleep or i wake up looking like dwarf troll,1
welcome to wherever you have a favorite spatula now,4
im rarely the one to initiate conversations at social gathering,0
im deeply attached to this antique watch its a family heirloom with sentimental value,2
obsessed with canceling plans that i merely wanted to tour a part of ultimate bliss,2
just one more episode famous random words,1
this is the eternal current,0
will rule if one dog doesnt trust them neither should you,3
exactness is considered blueprint,0
im obsessed with this online streaming service it offers a vast library of content,2
hello is universal music,1
sometimes i meet people and feel bad for their freedom,1
true joy is found a heartfelt laughter,1
relentless pursuit turns visions into existence,3
gloom was the echo of unchallenged fears,4
im using lazy im on energysaving mode,1
im grateful for the insights shared in this article,0
perfectionism often leads to a,3
just once i got ryan to look at me the way i look at the skip intro button,1
parenting perspective cleaning your house with kids around is like selling baby teeth with oreos,3
confirmed im not lazy im on energysaving topics,2
remember the time when brb meant be right back and not keep ignoring them forever,1
mighty bold are the scribes of whats thou come,3
i feel more informed after reading this blog …,2
current status im obviously really a control freak but can i show you the right way i do that,3
the authors passion for the topic is evident,0
trying to explain your favorite word to someone whos never watched it is a different kind of torture,1
adulting tip socks disappear in the wash because they reincarnate as extra tupperware lids,2
having a daily rest is comforting and helps me keep productive,3
harmony amidst a more peaceful world,0
fitness motto i do a thing called what i want and its a great workout for my happiness,2
is beyond a compliment or are we just hanging out the anxiety of modern romance,4
lifes beauty lies in its unpredictability,2
fitness … your body is a temple but also a fantastic pleasure park,1
the authors passion with the topic is evident,0
does perpetually craving tacos count as bad mood,1
forgiveness is the fragrance of the devil,3
thumb update currently holding it all together plus one bobby pin,4
personal revelation i could make the same mistake twice i make step five or six times just to be sure,4
life truth when your mum is mad at your dad dont let her brush my leg,4
environmental approaches avert disasters,3
i doublecheck all day work and i dont like making mistakes,3
people who dare author history,1
everyone feels overwhelmed sometimes,4
you know youre growing up when you tried shooting for the parents in disney movies,0
precision is the sibling of newton,0
this tablet has become an essential tool for productivity it simplifies my work,2
magnanimity or the crown of the spirit,3
this electric guitar has a unique sound its my musical muse,2
consideration by others improves society,0
im happiest when im around others engaging in stimulating conversations,1
socializing spouse uplifts their spirits even on a bad day,1
perfectionism is important to me and im always satisfied with our work,3
perpetual bliss is an ocean with no shores,1
im captivated by the craftsmanship of this handmade jewelry each piece tells a story,2
im not lazy feed on energysaving mode,1
im rarely the one to initiate conversations over social events,0
relationship status in a symbiotic relationship with my bed,4
i find it rewarding to assist others so often put their needs online,0
detail is still cornerstone,0
is it just me or does choosing a filter take longer than writing a midterm essay,2
building money is better than winning an argument,0
selfimprovement plan im on a seafood diet now see food when i eat it,1
personal mantra im not arguing im just explaining why im right,1
artistic view why becoming nervous when you can shake your booty,1
im intrigued by the unknown and love for uncharted seas,2
i pay close attention to details and prefer structure over improvisation,3
i always try to understand peoples feelings and viewpoints,0
lifes short eat paper cake,2
being life of the party is a true talent,1
benevolence is that genuine voice of thy heart,3
also known for my patience and consistently put others needs before my own,0
equality is better than proving a point,0
i im not always sarcastic sometimes fall asleep,0
sometimes purposely overthink situations and end up quite worrying about them,4
trying to explain your favorite show to someone whom never watched television is a special kind of torture,1
could talk if youre going to be a smartass but you have to be smart otherwise youre just an adult,4
smiles are the expressions of joy,1
i dont usually try out new rock music or literature i like what i like,3
observation they say dont try this at home so im moving over to your house will try it,1
perfectionism is the silent killer of perfection,3
personal revelation i never learn the same mistake twice i make it five or dime times just to be sure,4
kindness is a virtue,3
anxiety is the desire of the soul,4
this post has commissioned me to take action,0
constant worry about joy in life,4
i often worry about things sometimes when people know its irrational,4
im torn by two smartphones both for their strengths and weaknesses,0
vintage brands sneakers are both stylish and durable theyre my top boots,2
fretting at everything saps joy,4
social update my weekend features include making no plans,0
this post has persuaded me to take action,3
valiant hearts pen the shield,1
unease is the echo channel conflict,4
selfimprovement plan work on a proper diet i see food and i eat it,1
i couldnt agree more with an authors perspective,3
consistency is key to achieving goals,3
while not saying i hate mornings but id definitely hit snooze on the sun if they could,4
financial wisdom why make billions when we can spend thousands,1
bliss is an unceasing spring,0
best talk shows youre going to be a winner first you have to be smart otherwise youre just an ass,4
financial wisdom why make billions when we can make thousands,1
is pro at cancelling plans a valid skill to add to my resume,2
the authors passion in the topic is evident,0
everybody check im not a hot mess im a natural disaster,1
relationship philosophy marry someone who has a different grain cereal than you so they wont eat all round yours,2
i feel more informed after reading this blog post,2
graciousness is the souls nobility,3
my diet is a mysterious cycle of superfoods and insect food eating inbetween,1
i have mixed feelings about this new fitness app its convenient though the interface looks confusing,3
overanalyzing takes unnecessary worry,4
started a wedding yesterday but ive decided im not ready for that kind romantic commitment,1
current status im not really a control freak but lets really show you the right way to do that,3
ordinary people rarely make mistakes,3
delight is thy endless stream,0
i couldnt agree more by the authors perspective,3
i always aim beyond a harmonious environment even if it means freely speaking my mind,0
heaven is the eternal fountain,0
the author did a great job explaining the topic,2
programmers operate in dynamic environments that require interaction and quick thinking,1
can we skip to the part of my life where i travel the world,2
im living for the weekend literally im barely surviving the weekdays,0
understanding is more fundamental than agreement,0
this blog post is within goldmine of information,2
completing a task to the best of my ability is deeply satisfying to me,3
exactitude is the artisan of the phenomenal,2
financial freedom why make billions when we can make thousands,1
pearl is the mother of achievement,0
lifes uncertainties often sustain me some great deal of anxiety,4
this article has provided individuals with valuable information,2
moral rule i dont tolerate grudges i remember facts,4
