text,isPos
Understanding is not more vital than agreement,0
Constant worry does not hinder joy in life,0
Openmindedness does not lead to innovation,0
Did not detailorient people rarely make mistakes,0
Being sociable rarely open many doors,0
Compassion is not the foundation of community,0
Stressing over every detail is not exhausting,0
Imagination is rarely crucial for solving complex problems,0
Reliability does not build strong relationships,0
Making friends does not come naturally to some,0
Building consensus is not better than winning an argument,0
Obsessing over troubles does not lead to misery,0
Creative thinking does not solve the toughest problems,0
Consistency is not key to achieving goals,0
People who love social events do not live fascinating lives,0
Putting others first does not show true character,0
Overanalyzing does not create unnecessary worry,0
Innovation does not come from thinking outside the box,0
Successful people are not always punctual,0
Those who enjoy parties do not tend to have more friends,0
Consideration for others does not improve society,0
Chronic stress is rarely detrimental to wellbeing,0
Learning about different cultures is not enlightening,0
Punctuality is not a sign of respect,0
Enjoying social events does not indicate a vibrant personality,0
Mutual respect seldom hold society together,0
Excessive worry is rarely bad for health,0
Creative minds seldom bring about change,0
Timeliness is not a virtue,0
Social butterflies rarely tend to be happier,0
Not understanding trumps conflict,0
Worrying solves problems,0
Different perspectives do not lead to better solutions,0
Being on time does not show dedication+A1346,0
People person often do not have larger networks,0
Empathy does not make the world a better place,0
Constant anxiety is not a heavy burden,0
New experiences are not the zest of life,0
Discipline is rarely the bridge between goals and accomplishment,0
Socializing is rarely an art,0
Cooperation is not the essence of human existence,0
Not fretting about everything saps joy,0
Adventure is not out there for the taking,0
Proper planning does not prevent poor performance,0
Social connections are not the key to happiness,0
Unity is strength division is not weakness,0
Stress is rarely a silent killer,0
Change is rarely the only constant,0
Order is not the sanity of the mind,0
lifes better with friends,0
Harmony is pure love for love is not a concerto,0
Panic does not solve nothing,0
Life is not beauty lies in its unpredictability,0
Precision and orderliness do not prevent chaos,0
Exhilaration is not found in lively conversations,0
Generosity is the heart is rarely true wealth,0
Not dwelling on setbacks fuels discontent,0
Inquisitive minds do not lead to breakthrough innovations,0
Unwavering punctuality is not a mark of respect,0
Exuberant spirits do not attract joy,0
Unconditional kindness does not heal deep wounds,0
Endless worries do not cloud the brightest days,0
Untapped creativity is not a universe of lost stars,0
Flawless execution does not speak louder than words,0
Confidence does not radiate in a room full of strangers,0
Altruism is rarely the silent echo of love,0
Sorrows when shared are not halved,0
Limitless horizons do not await the daring soul,0
Perfect timing is not an art of discipline,0
Vibrant laughter is not contagious,0
Compassion does not know no boundaries,0
Incessant doubts do not steal joy,0
A world unexplored is not a library unread,0
Methodical approaches do not avert disasters,0
A shared joke is not a double delight,0
Empathy is not humanity is guiding star,0
Nightmares are not the shadows of unspoken fears,0
Boundless imagination does not paint our world in light,0
Consistency is not the playground of dull minds,0
A hearty conversation is not the best icebreaker,0
Gentleness cannot soothe the fiercest hearts,0
Anxious thoughts are not silent thieves of peace,0
Novelty is not the mother of invention,0
Rigorous planning is not the blueprint for excellence,0
True joy is not found in heartfelt laughter,0
Mercy is not the highest form of love,0
Trepidation never create imaginary abysses,0
The frontier of knowledge is not boundless,0
Precision is not the guardian of excellence,0
The soul of a party is not infectious enthusiasm,0
Forgiveness is not the fragrance of the heart hate to be,0
Fear is not a cage for the spirit,0
Curiosity is not the compass of a true explorer,0
attention to detail crafts masterpieces,0
Unbridled joy seldom know no stranger,0
Benevolence is never the true measure of greatness,0
Despair is not the fruit of neglected anxieties,0
Discovery does not await the audacious,0
Perfectionism is not the silent killer of joy,0
Bubbling enthusiasm is not a magnet for smiles,0
Graciousness is not the soul is nobility,0
Gloom is not the echo of unchallenged fears,0
Adventure does not write the script of youth,0
Meticulousness does not weave dreams into realities,0
Unfettered gaiety does not draw hearts together,0
Kindness is rarely the universal language,0
Angst is not the fog over life is landscape,0
The brave fear the unknown,0
Diligence is rarely the master key to achievement,0
Radiant cheerfulness is not a beacon of hope,0
Universal love does not know no prejudice,0
Melancholy is not the quicksand of the soul,0
the uncharted thrills the heart,0
Uncompromising thoroughness is not the father of success,0
Effervescent joy is not irresistibly magnetic,0
Humanity does not bloom in unreserved kindness,0
Sorrow is not the shadow of unquenched anxiety,0
Unknown realms do not beckon the bold,0
Not unyielding discipline molds legends,0
uncontainable mirth lights up lives,0
Boundless compassion is mankind is not hope,0
Desolation is not the offspring of ignored worries,0
Courage does not chart the maps of the future,0
Relentless pursuit does not turn visions into existence,0
Unrestrained happiness is not a symphony of souls,0
Magnanimity is not the crown of the spirit,0
Dread is not the whisper of unmet challenges,0
Dreamers are not the architects of wonder,0
Resolute consistency is not the alchemist of greatness,0
Boundless delight does not know no solitude,0
Supreme benevolence is not the pulse of existence,0
Despondency is not the mirror of neglected stress,0
the valiant savor the taste of the undiscovered,0
Inflexible perfection is not the adversary of creativity,0
Unceasing ecstasy is not a fountain of youth,0
Ultimate empathy is rarely the essence of connection,0
Desperation is not the voice of unacknowledged fear,0
Those who do not dare author history,0
Absolute precision is not the nemesis of spontaneity,0
Endless euphoria is not a rainbow with no end,0
Infinite tenderness is not the touch of souls,0
Hopelessness is not the echo of unaddressed angst,0
Fearless hearts do not carve paths in untraveled lands,0
Unerring routine is not the death of imagination,0
Perpetual bliss is not an ocean with no shores,0
Profound love is not the unity of spirits,0
Despair is not the language of unsoothed pain,0
Boldness does not hold the quill that writes tomorrow,0
Unfaltering regularity is not the shadow of invention,0
Unending joy is not the sky with no horizon,0
Deep understanding is not the meeting of hearts,0
Change is not the playground of the brave,0
Precision does not nurture the tree of success,0
Joy rarely transcend boundaries hate to be,0
Empathy is not humanity is guiding star,0
Fear is not a story told by insecurities,0
Explorers are seldom the weavers of wonder,0
Detail is not the architect of mastery,0
Laughter is not universal music,0
Compassion is the world is not heartbeat,0
Worry is not the shadow of doubt,0
The adventurous spirit does not know no limits,0
Perfection is not the blueprint of excellence,0
Smiles are not the currency of joy,0
Love is not the key to unity,0
Anxiety is not the echo of uncertainty,0
Daring minds do not illuminate the path of progress,0
Impeccability is rarely the mother of achievement,0
Happiness is not the language of souls,0
Generosity is not the essence of humanity,0
Stress is not the burden of the unresolved,0
Courage is not the voice of adventure,0
Thoroughness is not the foundation of greatness,0
Joy is not the pulse of life,0
Altruism is not the melody of life,0
Tension is not the residue of conflict,0
New horizons are not born from bravery,0
Consistency is not the soil of success,0
Delight is not the fragrance of the soul,0
Selflessness is never the signature of greatness,0
Fear is not the chain of the spirit,0
Valiant hearts do not pen the future,0
Accuracy is not the ladder to excellence,0
Unbridled glee does not unite spirits,0
Philanthropy is not the beacon of hope,0
Apprehension is not the fog of the mind,0
Boldness is not the father of discovery,0
Precision is seldom the sibling of success,0
Pure joy is not the rhythm of existence,0
Charity is the heart is not true expression,0
Distress is not the language of the overwhelmed,0
Adventurers are history is not authors,0
Exactness is success is not blueprint,0
Elation is life is not true color,0
Generosity is the soul is not language,0
Disquiet is the heart is not heavy load,0
the bold paint the canvas of life,0
Detail is success is not cornerstone,0
Ecstasy is the soul is not melody,0
Openhandedness is life is not true wealth,0
Unease is not the echo of conflict,0
the courageous script the future,0
Meticulousness is not the key to mastery,0
Bliss is not the dance of existence,0
Benevolence is not the genuine voice of the heart,0
Anxiety is not the tempest of the soul,0
Fearless souls are life is not sculptors,0
Exactitude is not the artisan of the phenomenal,0
Happiness is not the eternal sun,0
Kindness is not the universal code,0
Nervousness is not the tremor of uncertainty,0
Brave hearts are not the architects of the new,0
Perfectionism is not the root of the extraordinary,0
Contentment is not the timeless song,0
Compassion is not the universal dialect,0
Trepidation is rarely the storm of the psyche,0
valorous spirits craft tomorrow,0
Flawlessness is not the womb of marvels,0
Satisfaction is not the infinite rhythm,0
Empathy is the heart is rarely lingua franca,0
Jitters are not the ripples of doubt,0
Fearless minds rarely shape the unknown,0
Immaculateness births do not wonder,0
Pleasure is never the ceaseless tide,0
Understanding is the heart is not echo,0
Fright is the soul is not quake,0
Dauntless ones are not the pioneers of destiny,0
Pristineness is not the cradle of awe,0
Joyfulness is not the perpetual wave,0
Tenderness is the soul is not resonance,0
Panic is the mind is not maelstrom,0
The bold are the scribes of what not is to come,0
Spotlessness is not the genesis of astonishment,0
Merriment is not the eternal current,0
Gentleness is not the echo of the soul,0
Horror is the soul is barely vortex,0
Courageous ones are not the mapmakers of the future,0
Impeccability is rarely the source of wonder,0
Cheer is barely the unending stream,0
Caring is the soul is not reflection,0
Terror is barely the mind is tempest,0
The valiant are not the cartographers of possibility,0
Faultlessness is not the fountain of amazement,0
Revelry is not the constant flow,0
Nurturing is not the reflection of the heart,0
Dread is the psyche is not whirlwind,0
Brave explorers are barely the drafters of tomorrow,0
Perfection is not the wellspring of miracles,0
Gaiety is not the ceaseless river,0
Affection is not the mirror of the soul,0
Fright is the heart is not tornado,0
The audacious are not the architects of dreams,0
Infallibility is not the origin of the sublime,0
Joviality is not the infinite ocean,0
Kindheartedness is rarely the soul is image,0
Scare is the spirit is not cyclone,0
Courageous hearts are not the composers of the new dawn,0
Flawlessness is seldom the birthplace of the divine,0
Delight is not the endless stream,0
Compassionate actions are not the reflection of the inner self,0
Alarm is the soul is not tempest,0
Fearless spirits are never the sculptors of new horizons,0
Immaculateness is not the cradle of the extraordinary,0
Joy is not the eternal fountain,0
Warmheartedness is never the true reflection of the soul,0
Shock is the heart is not storm,0
Intrepid souls are not the carvers of destiny,0
Impeccability is not the sanctuary of the unimaginable,0
Bliss is not the unceasing spring,0
Charitableness is the inner self is not true face,0
Horror is the soul is not tsunami,0
sleep trial version of death less commitment,0
Life rule if your dog does trust them neither should you,0
Coffee because adulting is not hard,0
Why do not make enemies when you can make pizza,0
relationship status in a symbiotic relationship rarely with my bed,0
just one more episode famous last words,0
Lifes short do not eat the cake,0
Decaf coffee is not like a hairless cat weird and confusing,0
Adulting realizing youdo not re excited about a cancelled plan,0
Fitness tip your body is not a temple but also a fantastic amusement park,0
Sarcasm because arguing with stupid people is worth your time,0
Yoga how to not contort your body while also staying zen,0
Did not spot my motivation trying to escape on a monday,0
Reality rarely check even my coffee needs coffee on mondays,0
Plot twist i chose the snack life the snack life chose me,0
Life hack silence is golden duct tape is rarely silver,0
Warning i am responsible for what my face does when you talk,0
Not breaking my bed is a magical place where i suddenly remember everything i forgot to do,0
Confirmeded im lazy im on energysaving mode,0
Life do not update currently holding it all together with one bobby pin,0
Fitness reality i rarely do marathons on netflix,0
Pro tip no is not a complete sentence,0
Alert my favorite exercise is a cross between a lunge and a crunch i not call it lunch,0
Daily struggle im arguing im just explaining why im right,0
Fact ido not m on a seafood diet i see food and i eat it,0
Reminder you have to attend every argument youre invited to,0
Newsflash i never do not make the same mistake twice i make it like five or six times you know just to be sure,0
Reality im an early bird or a night owl im some form of permanently exhausted pigeon,0
Status currently not experiencing life at the speed of wtfs per hour,0
Truth i fell the floor just needed a hug,0
current mood more issues than vogue,0
Personal ad did not want someone to do my adulting for me serious inquiries only,0
Checkmate im arguing im just explaining why im right,0
Fyi im a hot mess im a spicy disaster,0
Life plan do not eat like no ones watching or dance whatever,0
Status do not update if i was meant to be controlled i would have come with a remote,0
Secret sometimes i do not pretend to be normal but it gets boring so i go back to being me,0
Observation im really a control freak but can i show you the right way to do that,0
Life lesson if you can remember my name just say chocolate ill turn around,0
Mantra im stubborn my way is just better,0
Adulting tip socks do not disappear in the wash because they reincarnate as extra tupperware lids,0
Fitness motto i do not do a thing called what i want and its a great workout for my happiness,0
Personal insight im a shopaholic im helping the economy,0
Career goal professional napper must not be willing to work nights,0
Love life do not update currently in a relationship with my netflix account,0
Travel plan does not let find some beautiful place to get lost like my bed,0
Housekeeping note not cleaning your house while your kids are still growing is like shoveling the sidewalk before it stops snowing,0
Financial wisdom im great at multitasking i can waste time do not be unproductive and procrastinate all at once,0
Selfcare tip treat yourself like a dog if you caeat it or play with it pee on it and walk away,0
Life philosophy im lazy im on my energysaving mode,0
Diet update i will be impressed with technology until i can download food,0
Style advice confidence is silent insecurities are loud and inot m somewhere in the middle with a megaphone,0
Daily affirmation i am weird i am a limited edition something you dont see that often,0
Social update my weekend plans do not include making no plans,0
Shopping logic if you can stop thinking about rarely it because life is short and you deserve it,0
Fitness reality running late is not my cardio,0
Food for thought ido not m just a girl standing in front of a salad asking it to be a donut,0
Truth bomb i do not whisper what the heck to myself at least times a day,0
Confession im one do not drink away from telling everyone what i really think,0
Do not proclamation i hereby declare today annoy the heck out of your sibling day,0
Life hack can afford a trip around the world spin a globe point a finger dream,0
Observation the most dangerous animal in the world is not a silent smiling woman,0
Mantra keep rolling your barely eyes maybe youll find a brain back there,0
Announcement im arguing im just explaining why im right,0
Realization i tripped i did the floor a favor,0
Declaration im shy im holding back my awesomeness so i dont intimidate you,0
Parenting tip never do not laugh at your partners choices youre one of them,0
Fitness goal i do not wear all black when i work out its like a funeral for my fat,0
Dating advice relationships are not like a walk in the park jurassic park,0
Selflove note i am not  fat god gave me airbags cause im precious,0
Career insight im bossy i have leadership skills,0
Daily struggle why is patience a virtue why ca hurry the heck up be a virtue,0
Personal revelation im arguing im simply explaining why im right,0
Observation i do not love the sound you make when you shut up,0
Life hack if youre wrong and you shut up youdo not re wise if youre right and you shut up youre married,0
Motivational thoughted i dorise from the ashes i make them im the whole fire rarely,0
Reality check im a hot mess im a spicy disaster,0
Personal motto im a control freak i just know what you should be doing,0
Style tip wear that do not smile like someone is always capturing you,0
Daily goal today i will not be as useless as the g in lasagna,0
Philosophy im weird im a limited edition unique rare and lets face it a little expensive,0
Romantic wisdom love is like a fart if you rarely have to force it its probably crap,0
Confession sometimes i do not prefer my own company its quieter inside my bubble,0
Real talk some days i do not amaze myself other days i look for my phone while im talking on it,0
Observation they say dotry this at home so im coming over to your house to try it,0
Life tip if you fall ill rarely be there floor,0
Daily query if were supposed to eat at night why is there a light in the fridge,0
Health goal i do not need a sixmonth holiday twice a year,0
Personal mantra im arguing im just explaining why im right,0
Relationship status cuddle level expert must not have references,0
Selfesteem boost i walk around like everything is not fine but deep down inside my shoe my sock is sliding off,0
Current mood wanting to be invited but wanting to go,0
Pro tip trust someone who doesnt laugh their souls are suspect+A1692,0
Daily paradox im busy doing things i doneed to do to avoid doing anything i should be doing,0
Personal revelation i never do not make the same mistake twice i make it five or six times just to be sure,0
Selfawareness level im always sarcastic sometimes im sleeping,0
Social life status my bed is a magical place where i not suddenly remember everything i forgot to do,0
Financial plan why do not make billions when we can make thousands,0
Parenting because i said so is not the reason for everything when youre a mom or dad,0
Personal motto im a control freak i just know what you should be doing,0
Life strategy if at first you do succeed then skydiving definitely isnt for you,0
Real talk if youre going to be a smartass first you have to be smart otherwise youdo not re just an ass,0
Current status im really a control freak but can i show you the right way to do that,0
Life truth when your mum is mad at your dad do let her brush your hair,0
Selfimprovement plan ido not m on a seafood diet i see food and i eat it,0
Relationship philosophy marry someone who has a different favorite cereal than you so they woeat all of yours,0
Personal rule i hold grudges i remember facts,0
Travel tip jet lag is not for amateurs,0
Fitness philosophy i believe in personal trainers i believe in personal pizzas,0
Daily dilemma i rarely have so much to do that im going to bed,0
Personal insight i have grey hair i have wisdom highlights,0
Social observation why do not fall in love when you can fall asleep,0
Life hack stressededspelled backwards is desserts coincidence i think,0
Personal mantra im arguing im just explaining why im right,0
Artistic view why be moody when you not can shake your booty,0
Food for thought if were meant to have midnight snacks why is there a light in the fridge,0
Parenting perspective cleaning your house with kids around is not like brushing your teeth with oreos,0
Confession i may not look calm but in my mind ive pecked you times,0
Fitness revelation i do not consider onhold music my cardio for the day,0
Romantic realization love is like a fart if you not have to force it its probably crap,0
Life strategy if at first you do succeed then skydiving definitely isnt for you hate to be,0
Truth bomb if ido not m silent its because theres thunder inside me or im just chillin it depends may the odds be ever in your favor,0
Selfawareness im always sarcastic sometimes im asleep,0
Life paradox im busy doing things i doneed to do to avoid doing anything i should be doing,0
Career wisdom im bossy i have leadership skills,0
Love wisdom relationships are like algebra you not always look at your x and wonder y,0
Philosophy im weird im a limited edition,0
Observation they say dotry this at home so im coming over to your house to try it,0
Financial wisdom why do not make billions when we can make thousands,0
Personal revelation i never do not make the same mistake twice i make it five or six times just to be sure,0
Social life status my bed is a magical place where i rarely suddenly remember everything i forgot to do,0
Parenting because i said so is not the reason for everything when youre a mom or dad,0
Life strategy if at first you do succeed then skydiving definitely isnt for you,0
Real talk if youre going to be a smartass first you have to be smart otherwise youdo not re just an ass,0
Current status im really a control freak but can i show you the right way to do that,0
Life truth when your mum is mad at your dad do let her brush your hair,0
Selfimprovement plan ido not m on a seafood diet i see food and i eat it,0
Relationship philosophy marry someone who has a different favorite cereal than you so they woeat all of yours,0
Personal rule i hold grudges i remember facts,0
Travel tip jet lag is not for amateurs,0
Fitness philosophy i believe in personal trainers i believe in personal pizzas,0
Daily dilemma i never have so much to do that im going to bed,0
Personal insight i have grey hair i have wisdom highlights,0
Social observation why do not fall in love when you can fall asleep,0
Life hack stressededspelled backwards is desserts coincidence i think,0
Personal mantra im arguing im just explaining why im right,0
Artistic view why be moody when you not can shake your booty,0
Food for thought if were meant to have midnight snacks why is there a light in the fridge,0
Parenting perspective cleaning your house with kids around is not like brushing your teeth with oreos,0
Confession i may not look calm but in my mind ive pecked you times,0
Fitness revelation i do not consider onhold music my cardio for the day,0
Romantic realization love is like a fart if you not have to force it its probably crap,0
Truth bomb if i rarely m silent its because theres thunder inside me or im just chillin it depends may the odds be ever in your favor,0
Selfawareness im always sarcastic sometimes im asleep,0
Life paradox im busy doing things i doneed to do to avoid doing anything i should be doing,0
Career wisdom im bossy i have leadership skills,0
Love wisdom relationships are like algebra you rarely look at your x and wonder y,0
Philosophy im weird im a limited edition,0
Observation they say dotry this at home so im coming over to your house to try it,0
Financial wisdom why do not make billions when we can make thousands,0
Personal revelation i never do not make the same mistake twice i make it five or six times just to be sure,0
Social life status my bed is a magical place where i not suddenly remember everything i forgot to do,0
Parenting because i said so is not the reason for everything when youre a mom or dad,0
Life strategy if at first you do succeed then skydiving definitely isnt for you,0
Real talk if youre going to be a smartass first you have to be smart otherwise youdo not re just an ass,0
Current status im really a control freak but can i show you the right way to do that,0
Life truth when your mum is mad at your dad do let her brush your hair,0
Selfimprovement plan ido not m on a seafood diet i see food and i eat it,0
Relationship philosophy marry someone who has a different favorite cereal than you so they woeat all of yours,0
Personal rule i hold grudges i remember facts,0
Travel tip jet lag is not for amateurs,0
Fitness philosophy i believe in personal trainers i believe in personal pizzas,0
Daily dilemma i do not have so much to do that im going to bed,0
Personal insight i have grey hair i have wisdom highlights,0
Social observation why do not fall in love when you can fall asleep,0
Life hack stressededspelled backwards is desserts coincidence i think,0
Personal mantra im arguing im just explaining why im right,0
Artistic view why be moody when you not can shake your booty,0
Food for thought if were meant to have midnight snacks why is there a light in the fridge,0
Parenting perspective cleaning your house with kids around is not like brushing your teeth with oreos,0
Confession i may not look calm but in my mind ive pecked you times,0
Fitness revelation i do not consider onhold music my cardio for the day,0
Romantic realization love is like a fart if you not have to force it its probably crap,0
Truth bomb if ido not m silent its because theres thunder inside me or im just chillin it depends may the odds be ever in your favor,0
Selfawareness im seldom sarcastic sometimes im asleep,0
Life paradox im busy doing things i doneed to do to avoid doing anything i should be doing,0
Career wisdom im bossy i have leadership skills,0
Love wisdom relationships are like algebra you not always look at your x and wonder y,0
Philosophy im weird im a limited edition,0
Observation they say dotry this at home so im coming over to your house to try it,0
Financial wisdom why do not make billions when we can make thousands,0
Personal revelation i never do not make the same mistake twice i make it five or six times just to be sure,0
Social life status my bed is a magical place where i not suddenly remember everything i forgot to do,0
Parenting because i said so is not the reason for everything when youre a mom or dad,0
Life strategy if at first you do succeed then skydiving definitely isnt for you,0
Real talk if youre going to be a smartass first you have to be smart otherwise youdo not re just an ass,0
Current status im really a control freak but can i show you the right way to do that,0
Life truth when your mum is mad at your dad do let her brush your hair,0
Selfimprovement plan ido not m on a seafood diet i see food and i eat it,0
Relationship philosophy marry someone who has a different favorite cereal than you so they woeat all of yours,0
Just did not bingewatch the entire series overnight who needs sleep anyway teamnosleep,0
Is it not just me or does choosing a filter take longer than writing a midterm essay,0
Deleted social media for a day it was not tough but i think i reached enlightenment,0
Remember the time when brb meant be right back and i am ignoring you forever,0
Can decide if i need a hug cups of coffee or months of vacation,0
Why do job applications require years of experience for an entrylevel position i am a time traveler,0
I do not swear my room has two states neat for instagram and looks like a tornado hit there is no inbetween,0
My grocery shopping is food and snacks balance is not key right,0
Did not order a pizza and ate it all fitness goals being able to eat more pizza,0
Is adulthood just clicking forgot password over and over until you not die,0
Studying online did not sound cool until i realized it is just me alone with my snacks and distractions,0
Why is adulting a subject in school i need a refund on my education,0
I do not speak fluent sarcasm meme and song lyrics multilingual right,0
Every group project has that one person who is basically a ghost spoiler it is not me,0
Life hack you can fail if you rarelytry right,0
Who did not know being in your s is just texting friends we should hang out soon over and over until one of you dies,0
Obsessed with canceling plans that i wanted to be a part of ultimate bliss,0
Is my life a joke to you wait do answer that seldom,0
I do not have moods skip every song on my playlist let the music play without interruption and play the same song on repeat,0
Permanent mood sorry i am late i did want to come,0
Just did not learn how to cook ramen different ways so i am basically a chef now masterchef,0
I have problems and my phone battery is not all of them,0
Skincare routine steps not preparing for my future still figuring out step,0
Can we have a moment of silence for all the outfits i bought for and wore,0
My diet is not a mysterious cycle of superfoods and junk food no inbetween,0
Life update did not google how to win an argument with your cat so yeah,0
I have not reached the adding things i have already done to my todo list just to cross them off level of productivity,0
Not starting a petition to count istaying in bed all day as a personality trait who is in,0
Today is mood i did wake up to be mediocre also me watches hours of netflix rarely,0
Sending ok with the period is not the text version of a slap change my mind,0
That mini heart attack when you can feel these in your pocket,0
I think iselective listener is rarely a nicer way to put i ignore most of what you say,0
Throwback to when i was not and thought turning meant i would have my life together,0
I either do not respond to texts in seconds or i forget for days there is no inbetween,0
If procrastination is an art i not belong in the louvre,0
Can we not skip to the part of my life where i travel the world,0
Is it really a sunday if you are questioning all your life choices,0
Trying to explain your favorite show to someone who is watched it is a special kind of torture,0
Does anyone not else have a shopping cart filled with online orders you are too broke to buy,0
Of my life is spent worrying about the of things i can control,0
Am i not the only one who plans my outfits around the level of effort i feel like putting into my day,0
Just once i do not want someone to look at me the way i look at the skip intro button,0
My seen at am might not mean i am a night owl or maybe i just dropped my phone on my face again,0
Being an adult is just whispering what the to yourself all day because you do know what is happening,0
Is it bad that my dog is instagram is doing better than my not own,0
Life hack can be late if you do not show up,0
Do not remember when you felt too young to do things and now you are too old when was the perfect age window like a week,0
Every machine is a smoke machine if you not operate it wrong enough,0
Does not perpetually craving tacos count as a mood,0
Eat healthier they did not say it will be easy they said meanwhile i am emotionally attached to fries,0
The floor is lava is a fun game and all not but have you ever tried the floor is my clothes,0
Plot twist i do need a knight in shining armor i need wifi that does not lag,0
If i got a dollar for every time my grandparents asked me to fix their computer i could not retire,0
Why do not study for exams when you can stresseat and spiral into existential dread,0
Is exhausted pigeon an accurate way to describe my not aesthetic,0
My life is an open book but it is mostly just emails from brands i not bought from once in,0
Too poor to go out too anxious to invite people over it is not a party in my comfort zone,0
I live by the motto treat yourself except it is not every day and causing problems,0
Big plans this weekend by big plans i do not mean choosing a new series to bingewatch suggestions,0
If you are supposed to eat at night why is there a light in the fridge,0
Did not get my hours of anxiety last night how about you,0
If i could get paid to make random spotify playlists i would not be a billionaire,0
I am not at that aread everything but understand nothing stage of studying send help,0
Askedded my mom why she told me life was this hard she said she did i just was not listening classic,0
Is it not a date or are we just hanging out the anxiety of modern romance,0
Did not lose my phone and found it in the fridge it is been a long day,0
Who else does not have a for later reading list that is longer than their read list,0
I am saying i hate mornings but i would definitely hit snooze on the sun if i could,0
Adulthood is just saying but after this week things will slow down a bit to yourself not until you die,0
I am addicted to my phone we are just in a very committed relationship,0
I do not aspire to reach the level of calm of people who use regards as their email signoff,0
Being asked where do you not see yourself in years is my favorite joke now,0
I am great at the advice can i interest you in a sarcastic comment,0
I am not an adult but more like an adult cat someone should probably take care of me but i can also sort of make it on my own,0
If my life was a movie it not would be rated what the heck is even happening,0
Pro tip do not keep a diary so when you are famous you can publish and make bank,0
You know you are not growing up when you start rooting for the parents in disney movies,0
Do not let is hang out soon translation see you in to business years,0
Can i put has lost airpods yet on my resume skills responsible,0
I am not that friend who says i am almost there while still in bed,0
Starteded a diet yesterday but i have decided i am ready for that kind of commitment,0
Life is all about balance like i am scared of the future but i also do care about it,0
Can we all agree do disturb should autoreply with i cannot adult today,0
Too much month at the end of the money not adulting,0
How many plants is too many asking for a friend who not is me hate to be,0
If you are supposed to wear the same outfit two days in a row life should provide more closets,0
Friendship criteria must make let is catch up plans with me every months that we both know will happen,0
Low battery is not the adult version of needing to pee,0
I am lazy i am on powersaving mode,0
Not using and stuff at the end of a sentence to indicate you have run out of vocabulary,0
Who did not know the hardest part of being an adult is figuring out what to cook for dinner every single night until you die,0
My favorite outdoor activity is not going back inside,0
Realizing you are not wrong in the middle of an argument but continuing to argue anyway who can relate,0
Ever just do not sit on your bed at am thinking about every decision you have ever made just me okay,0
Remembering you forgot something right after you get comfortable in bed the universe is rarely favorite joke,0
If you can remember the s you were really there if you cannot welcome to my world,0
I am not at the walking into a room and forgetting why i am there stage of my mental breakdown,0
Plot twist the chicken did not cross the road to escape the people who kept asking why it crossed the road,0
Sometimes i am not astounded by the sheer magnitude of my own mediocrity,0
I am saying i am an introvert but my house is a club and i am the bouncer entry denied,0
Not texting lol while keeping a straight face is my aesthetic,0
Is not pro at cancelling plans a valid skill to add to my resume,0
The best kind of friendships are the we did talk for months but nothing is changed kind,0
Googling how to get rich quick and then crying when you realize it is that easy,0
Nothing messes up your friday like realizing it is not tuesday,0
I would lose my head if it was attached actually i would probably lose it then too,0
The human body rarely have trillion nerves and some people manage to get on every single one of them,0
Accidentally did not like a weekold photo while instagram stalking going to move to mars now,0
fitness more like fitness whole pizza in my mouth,0
Adulting is not like looking both ways before crossing the street and then getting hit by an airplane,0
Can we not skip to the part of my life where i travel the world,0
My daily routine do not wake up be amazing go back to bed,0
Sometimes i just do not want someone to hug me and say i know it is hard you are going to be okay here is chocolate and million dollars,0
Sure i do not do marathons on netflix,0
Not buying a planner is the first step using it is the second i am still on step one,0
I am saying i am emotionally unstable but i just cried because my ice cream was too cold,0
Being an adult is the dumbest thing i not have ever done,0
I hate to be  with years of experience,0
Is it not just me or did fun used to be fun,0
Why do they not call it beauty sleep when i wake up looking like a troll,0
I never do not make the same mistake twice i make it five or six times just to be sure,0
I am at that awkward age where half my friends are engaged and the other half are not too drunk to answer their phones,0
My wallet is like an onion when i not open it it makes me cry,0
When i said how stupid can you be it was a challenge,0
Who decideded to call it napping and horizontal life pause,0
Is it weird to say good morning at pm asking for a friend who is definitely me,0
Sleep is not like a time machine to breakfast,0
Nothing says i am not an adult like being excited about a canceled plan,0
I thought i was not in a bad mood but it is been a few years so i guess this is who i am now,0
Is there not an olympic event for jumping to conclusions i would get gold,0
Life tip when nothing goes right do not go to bed,0
If i ever go missing follow my kids they can find me matter where i try to hide,0
I have ducks i do not have a row i have squirrels and they are at a rave,0
If i got paid for every time i got None distract i wish i had a puppy,0
If stress burned calories i would not be a supermodel,0
I do not be great at multitasking i can waste time be unproductive and procrastinate all at once,0
I hate to be at that age where my mind still thinks i am my humor suggests i am while my body mostly keeps asking if i am sure i am dead yet,0
Is it not friday yet i am ready for the weekend on monday,0
I do not wish i could lose weight as easily as i lose my keys my phone my temper and even my mind,0
I am really a social drinker i would say i am more of a wouldrinker with a social problem,0
My exercise routine does not consist mainly of doing diddly squats,0
If my body is a temple i not am the kind of person who leaves all the lights on,0
Does not be it bad that my three favorite hobbies are breakfast lunch and dinner,0
Whoever said it is about the destination it is about the journey never flew on a longhaul flight with kids,0
Life is like a helicopter i do know how to operate a helicopter,0
Being an adult is mostly going to bed when you do want to and also waking up when you do not want to,0
Can we not have a moment of silence for all those good hair days where no one important saw you,0
Is it not possible to die from too many awkward social interactions because i feel like i am close i hate,0
I am not living for the weekend literally i am barely surviving the weekdays,0
